post_id,question_id,source,agent_version,question_type,question_title,timestamp,retrodict_date,probability,median,ci_lower,ci_upper,resolution,resolved,brier,log_score,abs_error,norm_error,within_ci,duration_seconds,cost_usd
41987,41726,retrodict,1.1.0,binary,Will the community prediction be higher than 46.00% on 2026-02-12 for the Metacu,20260215_123313,2026-02-03,0.55,,,,yes,True,0.202500,0.597837,,,,,
41987,41726,retrodict,1.1.0,binary,Will the community prediction be higher than 46.00% on 2026-02-12 for the Metacu,20260215_123741,2026-02-03,0.57,,,,yes,True,0.184900,0.562119,,,,,
41987,41726,retrodict,1.1.0,binary,Will the community prediction be higher than 46.00% on 2026-02-12 for the Metacu,20260215_134245,2026-02-03,0.6,,,,yes,True,0.160000,0.510826,,,,,
41988,41727,live,,binary,Will CSX's market close price on 2026-02-10 be higher than its market close pric,20260203_115328,,0.53,,,,yes,True,0.220900,0.634878,,,,,
41989,41728,live,,multiple_choice,Will the interest in “thom tillis” change between 2026-02-03 and 2026-02-10 acco,20260203_141725,,None,,,,Doesn't change,True,,1.203973,,,,,
41989,41728,retrodict,1.1.0,multiple_choice,Will the interest in “thom tillis” change between 2026-02-03 and 2026-02-10 acco,20260215_124200,2026-02-03,None,,,,Doesn't change,True,,1.897120,,,,,
41989,41728,retrodict,1.1.0,multiple_choice,Will the interest in “thom tillis” change between 2026-02-03 and 2026-02-10 acco,20260215_134753,2026-02-03,None,,,,Doesn't change,True,,1.386294,,,,,
41990,41729,live,,multiple_choice,Will the interest in “hospital” change between 2026-02-03 and 2026-02-15 accordi,20260203_152019,,None,,,,,False,,,,,,,
41991,41730,live,,binary,Will BA's market close price on 2026-02-13 be higher than its market close price,20260203_173856,,0.55,,,,yes,True,0.202500,0.597837,,,,,
41992,41731,live,,multiple_choice,Will the interest in “helicopter” change between 2026-02-03 and 2026-02-14 accor,20260203_230209,,None,,,,Increases,True,,1.609438,,,,,
41992,41731,retrodict,1.1.0,multiple_choice,Will the interest in “helicopter” change between 2026-02-03 and 2026-02-14 accor,20260215_124445,2026-02-03,None,,,,Increases,True,,0.843970,,,,,
41992,41731,retrodict,1.1.0,multiple_choice,Will the interest in “helicopter” change between 2026-02-03 and 2026-02-14 accor,20260215_135015,2026-02-03,None,,,,Increases,True,,0.430783,,,,,
41993,41732,live,,binary,Will the community prediction be higher than 31.00% on 2026-02-15 for the Metacu,20260204_015519,,0.35,,,,no,True,0.122500,0.430783,,,,,
41994,41733,live,,binary,Will the community prediction be higher than 15.00% on 2026-02-12 for the Metacu,20260204_015220,,0.45,,,,no,True,0.202500,0.597837,,,,,
41994,41733,retrodict,1.1.0,binary,Will the community prediction be higher than 15.00% on 2026-02-12 for the Metacu,20260215_124923,2026-02-04,0.33,,,,no,True,0.108900,0.400478,,,,,
41994,41733,retrodict,1.1.0,binary,Will the community prediction be higher than 15.00% on 2026-02-12 for the Metacu,20260215_135356,2026-02-04,0.35,,,,no,True,0.122500,0.430783,,,,,
41995,41734,live,,multiple_choice,Will the interest in “opm” change between 2026-02-04 and 2026-02-15 according to,20260204_083436,,None,,,,,False,,,,,,,
41996,41735,live,,binary,Will RCL's market close price on 2026-02-14 be higher than its market close pric,20260204_124345,,0.53,,,,no,True,0.280900,0.755023,,,,,
41997,41736,live,,binary,Will PCG's market close price on 2026-02-13 be higher than its market close pric,20260204_181215,,0.53,,,,yes,True,0.220900,0.634878,,,,,
41998,41737,live,,binary,Will the community prediction be higher than 30.00% on 2026-02-11 for the Metacu,20260204_185446,,0.27,,,,no,True,0.072900,0.314711,,,,,
41999,41738,live,,binary,Will the community prediction be higher than 27.00% on 2026-02-14 for the Metacu,20260205_001809,,0.68,,,,yes,True,0.102400,0.385662,,,,,
41999,41738,retrodict,1.1.0,binary,Will the community prediction be higher than 27.00% on 2026-02-14 for the Metacu,20260215_125422,2026-02-04,0.62,,,,yes,True,0.144400,0.478036,,,,,
41999,41738,retrodict,1.1.0,binary,Will the community prediction be higher than 27.00% on 2026-02-14 for the Metacu,20260215_140212,2026-02-04,0.62,,,,yes,True,0.144400,0.478036,,,,,
42000,41739,live,,multiple_choice,Will the interest in “amy klobuchar” change between 2026-02-05 and 2026-02-12 ac,20260205_004231,,None,,,,Doesn't change,True,,0.916291,,,,,
42001,41740,live,,multiple_choice,Will the interest in “ilhan omar net worth” change between 2026-02-05 and 2026-0,20260205_010502,,None,,,,Decreases,True,,1.609438,,,,,
42001,41740,retrodict,1.1.0,multiple_choice,Will the interest in “ilhan omar net worth” change between 2026-02-05 and 2026-0,20260215_125747,2026-02-04,None,,,,Decreases,True,,0.693147,,,,,
42001,41740,retrodict,1.1.0,multiple_choice,Will the interest in “ilhan omar net worth” change between 2026-02-05 and 2026-0,20260215_140610,2026-02-04,None,,,,Decreases,True,,0.798508,,,,,
42002,41741,live,,binary,Will the community prediction be higher than 47.00% on 2026-02-15 for the Metacu,20260205_012731,,0.55,,,,no,True,0.302500,0.798508,,,,,
42002,41741,retrodict,1.1.0,binary,Will the community prediction be higher than 47.00% on 2026-02-15 for the Metacu,20260215_130314,2026-02-05,0.42,,,,no,True,0.176400,0.544727,,,,,
42002,41741,retrodict,1.1.0,binary,Will the community prediction be higher than 47.00% on 2026-02-15 for the Metacu,20260215_141025,2026-02-05,0.38,,,,no,True,0.144400,0.478036,,,,,
42003,41742,live,,numeric,"What will be the value of ""Market Yield on U.S. Treasury Securities at 2-Year Co",20260205_015041,,None,3.5700000000000003,3.42,3.72,3.47,True,,,0.1000,0.6667,True,,
42003,41742,retrodict,1.1.0,numeric,"What will be the value of ""Market Yield on U.S. Treasury Securities at 2-Year Co",20260215_141321,2026-02-05,None,3.47,3.36,3.56,3.47,True,,,0.0000,0.0000,True,,
42004,41743,live,,binary,Will the community prediction be higher than 8.00% on 2026-02-14 for the Metacul,20260205_025306,,0.42,,,,no,True,0.176400,0.544727,,,,,
42005,41744,live,,multiple_choice,Will the interest in “charles victor thompson” change between 2026-02-05 and 202,20260205_105637,,None,,,,Doesn't change,True,,0.139262,,,,,
42005,41744,retrodict,1.1.0,multiple_choice,Will the interest in “charles victor thompson” change between 2026-02-05 and 202,20260215_141539,2026-02-05,None,,,,Doesn't change,True,,0.967584,,,,,
42005,41744,retrodict,1.2.2,multiple_choice,Will the interest in “charles victor thompson” change between 2026-02-05 and 202,20260217_183343,2026-02-05,None,,,,Doesn't change,True,,0.051293,,,,,
42006,41745,live,,multiple_choice,Will the interest in “ilhan omar” change between 2026-02-05 and 2026-02-14 accor,20260205_172214,,None,,,,Doesn't change,True,,0.597837,,,,,
42006,41745,retrodict,1.1.0,multiple_choice,Will the interest in “ilhan omar” change between 2026-02-05 and 2026-02-14 accor,20260215_142008,2026-02-05,None,,,,Doesn't change,True,,1.386294,,,,,
42007,41746,live,,numeric,"What will be the value of ""Overnight Unsecured AMERIBOR Benchmark Interest Rate""",20260205_182807,,None,3.6500000000000004,3.6,3.7,3.67485,True,,,0.0248,0.4970,True,,
42007,41746,retrodict,1.1.0,numeric,"What will be the value of ""Overnight Unsecured AMERIBOR Benchmark Interest Rate""",20260215_142438,2026-02-05,None,3.6585,3.62,3.697,3.67485,True,,,0.0164,0.4247,True,,
42008,41747,live,,binary,Will HAL's market close price on 2026-02-13 be higher than its market close pric,20260205_182447,,0.51,,,,no,True,0.260100,0.713350,,,,,
42009,41748,live,,multiple_choice,Will the interest in “steve tisch” change between 2026-02-05 and 2026-02-13 acco,20260205_193103,,None,,,,Doesn't change,True,,1.203973,,,,,
42009,41748,retrodict,1.1.0,multiple_choice,Will the interest in “steve tisch” change between 2026-02-05 and 2026-02-13 acco,20260215_142800,2026-02-05,None,,,,Doesn't change,True,,1.609438,,,,,
42010,41749,live,,binary,Will the community prediction be higher than 10.00% on 2026-02-14 for the Metacu,20260206_094129,,0.28,,,,no,True,0.078400,0.328504,,,,,
42011,41750,live,,binary,Will NVDA's market close price on 2026-02-14 be higher than its market close pri,20260206_134930,,0.48,,,,yes,True,0.270400,0.733969,,,,,
42011,41750,retrodict,1.1.0,binary,Will NVDA's market close price on 2026-02-14 be higher than its market close pri,20260215_143130,2026-02-06,0.5,,,,yes,True,0.250000,0.693147,,,,,
42012,41751,live,,binary,Will the community prediction be higher than 25.00% on 2026-02-15 for the Metacu,20260206_171558,,0.22,,,,,False,,,,,,,
42014,41753,live,,binary,Will the community prediction be higher than 82.00% on 2026-02-14 for the Metacu,20260207_115556,None,0.78,,,,yes,True,0.048400,0.248461,,,,,
42014,41753,retrodict,1.1.0,binary,Will the community prediction be higher than 82.00% on 2026-02-14 for the Metacu,20260215_143509,2026-02-07,0.83,,,,yes,True,0.028900,0.186330,,,,,
42028,41776,live,,multiple_choice,Which Party will win the 2026 Gorton and Denton by-election?,20260206_165320,,None,,,,,False,,,,,,,
42029,41777,live,,numeric,What will be the highest price of silver per troy ounce in April 2026?,20260207_154036,None,None,104.5,70.0,160.0,,False,,,,,,,
42037,41785,live,,numeric,What will be the US national average price for regular gasoline (dollars per gal,20260207_160347,None,None,2.89,2.78,3.08,,False,,,,,,,
42038,41786,live,,numeric,What will the Ifo Business Climate Index level (points) for Germany be for Febru,20260208_220800,None,None,87.4,85.8,88.7,,False,,,,,,,
42039,41787,live,,numeric,"What will be the upper bound of the Federal Funds Target Range on March 31, 2026",20260209_071701,None,None,3.72625,2.75,4.25,,False,,,,,,,
42040,41788,live,0.3.0,numeric,What will the Ifo Business Climate Index level (points) for Germany be for March,20260209_144800,None,None,87.65,85.8,89.5,,False,,,,,,,
42043,41791,live,0.3.1,numeric,What will be the US national average price for regular gasoline (dollars per gal,20260210_072944,None,None,2.92,2.65,3.22,,False,,,,,,,
42048,41796,live,0.4.0,binary,Will the ECDC weekly SARS-CoV-2 test positivity series show four consecutive wee,20260211_194108,None,0.15,,,,,False,,,,,,,
42049,41797,live,0.5.0,numeric,What will be the CDC-reported cumulative number of confirmed U.S. measles cases ,20260212_091058,None,None,2300.0,1550.0,4000.0,,False,,,,,,,
42050,41798,live,1.1.0,discrete,How many new civil antitrust merger challenges will the DOJ file against 'Big Te,20260215_001551,None,None,0.0,0.0,1.0,,False,,,,,,,
42051,41799,live,0.5.0,numeric,"What will be the upper bound of the Federal Funds Target Range on April 30, 2026",20260213_062304,None,None,3.6725,3.24,4.5,,False,,,,,,,
42052,41800,live,0.5.0,binary,Will the average daily price of kerosene jet fuel in the US Gulf Coast be greate,20260213_181752,None,0.05,,,,,False,,,,,,,
42053,41801,live,0.5.0,binary,"Will the CDC-reported cumulative number of confirmed U.S. measles cases in 2026,",20260213_210929,None,0.4,,,,,False,,,,,,,
42077,41828,live,,discrete,"How many MPs will Reform UK have on May 7, 2026?",20260209_045258,None,None,9.5,8.0,14.0,,False,,,,,,,
42078,41829,live,0.3.0,binary,"Will Iran's Internet not be ""heavily filtered/whitelisted"" for most users before",20260210_002833,None,0.2,,,,,False,,,,,,,
42095,41859,live,1.1.0,binary,Will any Individual Neutral Athlete (Russian and Belarusian athletes) win any me,20260214_142229,None,0.73,,,,,False,,,,,,,
42096,41860,live,1.1.0,discrete,How many maritime piracy & armed robbery incidents will the International Mariti,20260214_154638,None,None,31.0,18.0,51.0,,False,,,,,,,
42097,41861,live,1.1.0,numeric,"What will US airline passenger volume be for these weeks in February 2026, accor",20260215_141258,None,None,16805000.0,16360000.0,17230000.0,,False,,,,,,,
42098,41862,live,1.1.0,numeric,"What will US airline passenger volume be for these weeks in February 2026, accor",20260215_140557,None,None,16494500.0,16255000.0,16735000.0,,False,,,,,,,
42099,41863,live,1.1.0,numeric,"What will US airline passenger volume be for these weeks in February 2026, accor",20260215_154609,None,None,17305000.0,16680000.0,17730000.0,,False,,,,,,,
42101,41865,live,1.2.1,numeric,What will be the abstention rate in the first round of the 2026 French municipal,20260217_154812,None,None,41.8,37.0,48.3,,False,,,,,,,
42104,41867,live,0.5.0,multiple_choice,Which party will win the Quebec provincial by-election in Chicoutimi scheduled f,20260214_043437,None,None,,,,,False,,,,,,,
42105,41868,live,1.1.0,numeric,How many commercial aircraft deliveries will Airbus report for February 2026 ?,20260214_105445,None,None,39.2,23.0,53.0,,False,,,,,,,
42106,41869,live,1.1.0,binary,Will Alliance 90/The Greens (Bündnis 90/Die Grünen) win the most seats in the Ba,20260214_152100,None,0.06,,,,,False,,,,,,,
42107,41870,live,1.1.0,numeric,What will be the statewide voter turnout percentage in Bavaria’s local elections,20260214_211158,None,None,60.5,56.0,65.0,,False,,,,,,,
42108,41871,live,1.1.0,binary,Will a National Rally–labeled list win the mayoralty of at least one of Marseill,20260216_030456,None,0.13,,,,,False,,,,,,,
42109,41872,live,1.2.1,numeric,How many commercial aircraft deliveries will Airbus report for March 2026 ?,20260216_133539,None,None,71.5,57.0,86.0,,False,,,,,,,
42112,41875,live,1.2.1,binary,Will the official result of the Tobago House of Assembly election held on Januar,20260217_103634,None,0.02,,,,,False,,,,,,,
42113,41876,live,1.2.1,binary,"Will Ethiopia have acceded to the World Trade Organization (WTO) (i.e., become a",20260217_120821,None,0.02,,,,,False,,,,,,,
42159,41938,live,1.2.1,multiple_choice,Will the interest in “gisele pelicot” change between 2026-02-17 and 2026-02-26 a,20260217_025516,None,None,,,,,False,,,,,,,
42160,41939,live,1.2.1,binary,Will CI's market close price on 2026-02-28 be higher than its market close price,20260217_032026,None,0.54,,,,,False,,,,,,,
42161,41940,live,1.2.1,binary,Will COIN's market close price on 2026-02-27 be higher than its market close pri,20260217_031817,None,0.47,,,,,False,,,,,,,
42162,41941,live,1.2.1,multiple_choice,Will the interest in “les wexner” change between 2026-02-17 and 2026-02-22 accor,20260217_040350,None,None,,,,,False,,,,,,,
42163,41942,live,1.2.1,numeric,"What will be the value of ""1-Year Treasury Bill Secondary Market Rate, Discount ",20260217_040809,None,None,3.315,3.23,3.41,,False,,,,,,,
42164,41943,live,1.2.1,binary,Will the community prediction be higher than 23.00% on 2026-02-28 for the Metacu,20260217_052108,None,0.4,,,,,False,,,,,,,
42165,41944,live,1.2.1,numeric,"What will be the value of ""Market Yield on U.S. Treasury Securities at 30-Year C",20260217_054643,None,None,2.48,2.38,2.58,,False,,,,,,,
42166,41945,live,1.2.1,binary,Will the community prediction be higher than 6.00% on 2026-02-28 for the Metacul,20260217_054408,None,0.48,,,,,False,,,,,,,
42167,41946,live,1.2.1,numeric,"What will be the value of ""10-Year Breakeven Inflation Rate"" on 2026-02-23?",20260217_061015,None,None,2.2699999999999996,2.21,2.32,,False,,,,,,,
42168,41947,live,1.2.1,binary,Will SO's market close price on 2026-02-28 be higher than its market close price,20260217_075344,None,0.54,,,,,False,,,,,,,
42169,41948,live,1.2.1,multiple_choice,Will the interest in “consigliere” change between 2026-02-17 and 2026-02-27 acco,20260217_105833,None,None,,,,,False,,,,,,,
42170,41949,live,1.2.1,binary,Will the community prediction be higher than 13.00% on 2026-02-25 for the Metacu,20260217_105550,None,0.35,,,,,False,,,,,,,
42171,41950,live,1.2.1,numeric,"What will be the value of ""30-Year Fixed Rate Veterans Affairs Mortgage Index"" o",20260217_125232,None,None,5.59,5.4,5.78,,False,,,,,,,
42172,41951,live,1.2.1,binary,Will the community prediction be higher than 50.00% on 2026-02-28 for the Metacu,20260217_152014,None,0.42,,,,,False,,,,,,,
42173,41952,live,1.2.1,binary,Will the community prediction be higher than 12.00% on 2026-02-26 for the Metacu,20260217_151452,None,0.4,,,,,False,,,,,,,
42174,41953,live,1.2.1,numeric,"What will be the value of ""Secured Overnight Financing Rate"" on 2026-02-26?",20260217_151108,None,None,3.6550000000000002,3.63,3.69,,False,,,,,,,
42175,41954,live,1.2.1,binary,Will the community prediction be higher than 40.00% on 2026-02-26 for the Metacu,20260217_150839,None,0.43,,,,,False,,,,,,,
42176,41955,live,1.2.1,binary,Will the community prediction be higher than 25.00% on 2026-02-28 for the Metacu,20260217_150458,None,0.15,,,,,False,,,,,,,
42177,41956,live,1.2.1,multiple_choice,Will the interest in “armenia” change between 2026-02-17 and 2026-02-28 accordin,20260217_150227,None,None,,,,,False,,,,,,,
42178,41957,live,1.2.1,numeric,"What will be the value of ""ICE BofA Single-B US High Yield Index Option-Adjusted",20260217_155445,None,None,3.185,2.99,3.4,,False,,,,,,,
42179,41958,live,1.2.1,binary,Will the community prediction be higher than 65.00% on 2026-02-28 for the Metacu,20260217_155136,None,0.37,,,,,False,,,,,,,
42180,41959,live,1.2.2,multiple_choice,Will the interest in “venezuela” change between 2026-02-17 and 2026-02-27 accord,20260217_161950,None,None,,,,,False,,,,,,,
42181,41960,live,1.2.2,multiple_choice,Will the interest in “pam bondi” change between 2026-02-17 and 2026-02-28 accord,20260217_172738,None,None,,,,,False,,,,,,,
8901,8901,retrodict,0.6.0,numeric,What will US inflation be in 2022?,20260213_012406,2021-12-11,None,6.699999999999999,4.8,8.8,7.99,True,,,1.2900,0.6450,True,,
